id,page,cluster,cluster_label,stance,strongly_worded,summary,text,x,y
541,49,5,Support – Housing Affordability & Supply,support,False,"Strongly against rezoning in my community (currently indicated as ""infill"").","Strongly against rezoning in my community (currently indicated as ""infill""). If this is true that existing homes will not be eliminated, there is no additional space where the ""affordable housing"" could be built, unless every social space is eliminated (playgrounds, sports field/diamonds around the school, a park). In any scenario, reasoning will mean destruction of my community.",0.5675,0.0759
542,49,1,Strong Opposition – Community Character,oppose,False,"Yes, I’m against it.","Yes, I’m against it. They key to havekore towers, bottom change the current zoning",-0.7199,0.1119
543,49,5,Support – Housing Affordability & Supply,support,False,How does rezoning help the housing crisis?,"How does rezoning help the housing crisis? It states that it will make it easier to build and more affordable but how,",0.6037,0.077
544,49,3,Opposition – Infrastructure & Services,oppose,False,The change in rezoning does not consider the effect of an increased number of vehicles in neighborhoods.,"The change in rezoning does not consider the effect of an increased number of vehicles in neighborhoods. It does not require those doing redevelopments that increase density to provide adequate on property parking, pushing vehicle parking on the streets which makes parking for residents more difficult and streets less safe for children in the neighborhood. This also comes at a time when council has started charging for street parking passes, and when transit safety and efficiency is dropping.",-0.159,0.6288
545,49,1,Strong Opposition – Community Character,oppose,True,PARKING!,"PARKING! This is an ongoing issue as rental units are ""supposed"" to provide enough parking for the number of renters. This is not being followed & the city does absolutely nothing about it! Putting up more multi-family units will make the problem even worse! Landlords currently don't ensure their rental properties are being maintained which affects homeowner's property values. The lack of respect is appalling & nothing is being done to change this mindset. City wide rezoning is not the answer!",-0.8786,0.0491
546,49,3,Opposition – Infrastructure & Services,oppose,True,This will be another disaster!,"This will be another disaster! No place to park, wind tunnel, no sunshine, narrow roads with garbage bins everywhere, etc. Etc.",0.0396,0.6092
547,49,5,Support – Housing Affordability & Supply,support,False,I support zoning change.,I support zoning change. I would prefer to allow building multiple units on the same lot rather than one secondary suite. Especially on bigger lots.,0.7761,0.0038
548,49,1,Strong Opposition – Community Character,oppose,True,Absolutely against this strategy.,"Absolutely against this strategy. It does nothing to provide housing for the less fortunate, it simply puts more money into the developers pockets and is a money grab from council to increase residential property values. Inner city developments only benefit those affluent enough to build them. This is just another example of city council using bait and switch tactics to make the wealthy wealthier and destroy neighborhood individually.",-0.6685,0.1121
549,49,5,Support – Housing Affordability & Supply,support,False,City of Calgary is ignoring all safety just making money by irresponsibly issuing building permits.,"City of Calgary is ignoring all safety just making money by irresponsibly issuing building permits. Houses in Canada are build from paper so close together if there is a fire in one house, all community will burn down. We live in constant fear of fire. We never see any sunlight shining in, because high rise is built right next to the townhouse. All wildlife is killed because of new developments. Calgary doesn't have housing crisis but immigration crisis. Close the borders!",0.7079,-0.0916
550,49,5,Support – Housing Affordability & Supply,support,False,"As a Calgary homeowner in West Hillhurst, I strongly support rezoning that will allow increased densification.","As a Calgary homeowner in West Hillhurst, I strongly support rezoning that will allow increased densification. My house is currently zoned to allow secondary suites or duplexes, but the proposal would allow rowhouses on my property which I support strongly to open up more affordable housing. It is currently far too difficult for developers to create and build new projects that meet the housing needs of more people in existing neighbourhoods, please remove as many zoning restrictions as possible.",0.6181,-0.0297
